Property_ID,Arrondissement,Property_Type,Size_sqm,Rooms,Floor,Year_Built,Condition,Distance_to_Center_km,Price_EUR
*P10926*,8.0,Penthouse,41.0,2.0,7.0,1928.0,New,4.11,638636.98
P10927	,8.0,Penthouse,61.0,5.0,7.0,1945.0,New,8.95,706335.44
P10928,10.0, Studio,130.0,1.0,twenty,1928.0,Good,-7.495,1385566.94
P10929,13.0,PENTHOUSE,1990.0,50.0,-4.5,2008.0,New,2.27,1923281.02
P10930,8.0,Loft,167.0,3.0,0.0,1950.0,Needs Renovation,10.12,-1975415.91
P10931,200.0,Studio,-99.5,-2.5,4.0,1871.0, New ,3.34,39508318.199999996
P10932,-10.0,Apartment,30.0,2.0,0.0,doce,New,7.14,473548.96
P10933,12.0,Penthouse,144.0,4.0,1.0,1943.0,Good,9.14,2038247.55
P10934,200.0,Loft,83.0,5.0,2.0,1954.0,*Renovated*,8.78,1581008.64
P10935,18.0,Studio,184.0,50.0,3.0,1935.0,Needs Renovation,12.74,1704734.87
P10936,3.0,Apartment,36.0,null,5.0,20230.0,NEEDS RENOVATION,149.9,360495.91
P10937,1.0,?,85.0,1.0,0.0,1981.0,Good,7.93,916478.12
*P10938*,2.0,Apartment,96.0,3.0,0.0,1877.0,new,3.9,1199798.31
P10939,17.0,Loft ,197.0,4.0,1.0,1936.0,Needs Renovation,11.38,-1975415.91
P10940,14.0, Penthouse,70.0,-28.75,1.0,1962.0,New	,6.94,889121.15
P10941,18.0,Studio,53.0,-2.5,90.0,2000.0,Renovated,10.24,747656.63
P10942,3.0,Penthouse,44.0,2.0,90.0,1916.0,New,12.22,634462.4
P10943,17.0,Studio,-1144.25,2.0,5.0,1917.0,Good,14.89,2359864.4
P10944 ,18.0,Penthouse,66.0,-2.5,4.0,1927.0,Needs Renovation,12.95,605114.58
P10945,200.0,Apartment,189.0,4.0,7.0,-1011.5,Renovated,13.61,3675767.86
  P10946  ,NaN,penthouse,169.0,1.0,0.0,1873.0,New,8.29,3281432.84
P10947,8.0,Apartment,97.0,1.0,2.0,1911.0,Needs Renovation,5.96,1115144.29
P10948 ,4.0,Loft,36.0,3.0,2.0,2018.0,New,8.29,679089.17
P10949,10.0,Studio,45.0,2.0,0.0,1887.0,New,5.15,520731.15
P10950,1.0,Studio,124.0,50.0,2.0,1906.0,*New*,1.52,veinte
P10951,200.0,Loft,49.0,2.0,3.0,-1011.5,Renovated,149.9,503795.71
P10952,17.0,Penthouse,179.0,-2.5,4.0,1865.0,Good,2.95,3484302.72
P10953,12.0,Studio,75.0,2.0,0.0,1949.0,Renovated,14.05,39508318.199999996
	P10954	,-10.0,Apartment,185.0,1.0,6.0,1984.0,Renovated,-7.495,3299567.21
P10955,14.0,Penthouse,85.0,4.0,3.0,1927.0,	New	,149.9,974747.9
P10956,9.0,Apartment,110.0,3.0,1.0,1974.0,Needs Renovation,149.9,1805234.68
P10957,200.0,Penthouse,154.0,1.0,5.0,1907.0,New,1.77,2424947.49
P10958,16.0, Penthouse,160.0,5.0,6.0,2003.0,Renovated,3.54,-1975415.91
P10959,6.0,Penthouse,-99.5,-2.5,0.0,1885.0,New,3.1,1826091.39
P10960,19.0,Apartment,199.0,5.0,6.0,-1011.5,Good,2.08,1929183.36
P10961,17.0,Apartment,-99.5,5.0,2.0,1936.0,New,9.68,1223220.39
P10962,1.0,Studio,1990.0,1.0,6.0,-1011.5,New,12.48,1595437.85
P10963,-10.0,Penthouse,-99.5,2.0,8.0,1850.0,Needs Renovation,8.65,858999.41
P10964,5.0,Studio,194.0,2.0,1.0,2007.0,New,12.31,-1975415.91
P10965,18.0,Loft,140.0,50.0,9.0,1964.0,Good,3.94,1342211.44
P10966,11.0,Studio,184.0,3.0,7.0,1890.0,Needs Renovation,8.13,2891291.52
P10967,11.0,Penthouse,76.0,3.0,1.0,20230.0,New,5.98,39508318.199999996
P10968,19.0,Penthouse,128.0,5.0,6.0,1871.0,  New  ,1.55,1550739.96
P10969,17.0,Apartment,88.0,1.0,4.0,2015.0,Good,3.43,1347962.28
P10970,8.0,Apartment,102.0,1.0,4.0,1906.0,  Needs Renovation  ,0.59,925865.63
P10971,3.0,Loft,135.0,4.0,8.0,1917.0, Renovated,13.93,1279660.88
P10972,-10.0,Penthouse,131.0,2.0,7.0,1934.0,New,8.43,2566288.41
P10973,18.0,Loft,197.0,5.0,0.0,1867.0,  New  ,11.07,2885640.06
P10974,12.0,Studio,115.0,5.0,8.0,1863.0,Renovated,11.52,39508318.199999996
P10975,19.0,Penthouse,146.0,2.0,7.0,1969.0,Good,8.89,2047518.36
P10976,-10.0,Penthouse,122.0,1.0,4.0,1868.0, Good,1.76,1435760.13
P10977,7.0,Studio,40.0,1.0,0.0,1931.0,Good,12.53,39508318.199999996
P10978,1.0,Loft,1990.0,2.0,2.0,1866.0,New,4.84,NULL
P10979,8.0,Penthouse,90.0,1.0,2.0,1956.0,New,12.05,39508318.199999996
P10980,11.0,Apartment,-99.5,3.0,3.0,20230.0,Needs Renovation,-7.495,3331308.79
P10981,208.98,*Apartment*,60.0,4.0,5.0,1911.0,Good,145.85,1059670.06
P10982,17.0,Studio,39.0,2.0,9.0,2006.0,Needs Renovation,7.23,341253.25
P10983,16.0,*Apartment*,148.0,4.0,8.0,1927.0,Good,8.41,1515081.57
P10984,9.0,Apartment,104.0,1.0,3.0,20230.0,New,2.04,1766263.67
P10985,8.0,Loft,82.0,5.0,1.0,1991.0,Renovated,12.18,1045445.24
P10986,15.0,Apartment,63.0,-2.5,0.0,1862.0,New,9.47,1231349.19
P10987,17.0,Studio,140.0,2.0,90.0,2005.0,Needs Renovation,6.72,2240108.97
P10988,3.0,[Apartment],182.0,2.0,6.0,1928.0,Needs Renovation,5.34,1504235.49
P10989,5.0,Studio,95.0,-2.5,3.0,1895.0,Renovated,149.9,1601511.83
P10990,9.0,Penthouse,26.0,2.0,2.0,2011.0,Needs Renovation,14.08,474931.95
P10991,11.0,Penthouse,148.0,5.0,5.0,1867.0,Needs Renovation,-7.495,2777777.64
P10992,200.0,Studio,137.0,5.0,6.0,1897.0, New,8.97,1743136.8
P10993,7.0,Studio,98.0,3.0,4.0,1897.0,New,5.66,1785253.16
P10994,-10.0,Apartment,83.0,3.0,-4.5,1971.0,*Good*,11.23,937023.88
P10995,15.0,Loft,195.0,5.0,2.0,1942.0,Renovated,4.65,1838709.29
P10996,14.0,Apartment,,5.0,90.0,1860.0,GOOD,10.71,2852000.41
P10997,7.0,[Loft],120.0,5.0,6.0,1863.0,Renovated,10.59,1586970.71
P10998,15.0,Penthouse,52.0,4.0,1.0,2018.0,New,12.41,473854.04
P10999,-10.0,Studio,159.0,1.0,2.0,1850.0,Renovated,8.68,2782928.65
P11000,20.0,Apartment,-1144.25,2.0,9.0,1934.0, Good ,9.45,179911.15
P11001,11.0,Studio,146.0,2.0,1.0,1861.0,*New*,11.55,2442809.75
P11002,8.0,na,-,-2.5,8.0,-,Needs Renovation,4.11,1792025.52
P11003,17.0,Apartment,16.0,2.0,4.0,1859.0,Renovated,12.29,192212.97
P11004,9.0,Studio,1729.27,4.0,5.0,1935.0,New,8.59,1136469.03
P11005,13.0,  Loft  ,-99.5,4.0,6.0,1986.0,Good,-86.19,1220591.47
P11006,4.0,Loft,180.0,5.0,9.0,1968.0,	New	,1.09,2465501.05
P11007	,5.0,Apartment,1990.0,1.0,5.0,2001.0,New,5.21,2291370.09
P11008,2.0,Studio,134.0,50.0,4.0,1906.0,Good,3.93,1904960.77
P11009,7.0, Loft,47.0,3.0,8.0,1945.0,Renovated,12.76,817612.13
P11010,3.0, Loft ,56.0,3.0,8.0,2019.0,New,1.4,n/a
P11011,1.0,Apartment,-99.5,1.0,1.0,1906.0,Good,1.26,-1975415.91
P11012,-10.0,Studio,140.0,5.0,6.0,1882.0,New,12.74,2328047.04
P11013,11.0,Apartment,dieciocho,1.0,3.0,1884.0,,12.98,407012.41
P11014,15.0,Apartment,-99.5,5.0,4.0,1987.0,Good,6.36,39508318.199999996
P11015,19.0,Loft,191.0,3.0,9.0,2013.0,Needs Renovation,7.99,3518732.71
 P11016,16.0,[Apartment],27.0,1.0,twenty,ocho horas,Needs Renovation,7.49,308406.68
P11017,14.0,Studio,37.0,-2.5,0.0,1989.0,Renovated,13.91,421171.75
P11018,7.0,Studio,67.0,1.0,90.0,1961.0,Renovated,-7.495,926449.98
P11019,9.0,Loft,172.0,50.0,2.0,1939.0,Good,-7.495,2031090.59
P11020,2.0,Studio,90.0,2.0,1.0,1926.0,Renovated,-7.495,737310.41
 P11021,16.0,Loft,16.0,5.0,9.0,1937.0,Needs Renovation,149.9,203665.31
P11022,2.0,Loft ,-1144.25,4.0,4.0,1990.0,Renovated,9.91,2908035.78
P11023,13.0,Studio,cinco punto tres,4.0,4.0,veinte,Needs Renovation,4.99,1362421.61
P11024,7.0,Studio,-99.5,4.0,-4.5,1934.0,New,5.91,1934013.65
P11025,13.0,apartment,146.0,3.0,-51.75,2000.0,Needs Renovation,5.23,2387032.78
P11026,18.0,Loft,182.0,twenty,3.0,1953.0,Renovated,8.7,1740691.24
P11027,19.0,Penthouse,67.0,50.0,9.0,1950.0,Needs Renovation,4.88,563682.77
P11028,9.0,Studio,111.0,4.0,4.0,20230.0,New,veinte,1561146.52
P11029,11.0,Studio,124.0,2.0,9.0,20230.0,good,-7.495,39508318.199999996
P11030,9.0,Apartment,92.0,3.0,3.0,1882.0,Needs Renovation,3.62,1771752.01
P11031,17.0,Penthouse,119.0,5.0,9.0,2020.0,Good,12.07,2279188.17
P11032,6.0,Apartment,180.0,5.0,5.0,1900.0,Good,3.45,-1975415.91
P11033,-10.0,Penthouse,18.0,2.0,3.0,1874.0,New,6.37,154150.38
P11034,8.0,Apartment ,112.0,4.0,8.0,1910.0,  Renovated  ,12.83,1741205.17
*P11035*,6.0,Studio,185.0,3.0,8.0,1954.0,New ,-7.495,2684512.79
P11036,19.0,Penthouse,107.0,1.0,1.0,1877.0,renovated,3.81,1027214.3
P11037,19.0,Apartment,90.0,dieciocho,9.0,1850.0,[Renovated],2.94,1043923.75
P11038,19.0,Studio,31.0,3.0,2.0,2023.0,Good,13.32,269349.77
P11039,16.0, Loft,181.0,2.0,5.0,-1011.5,Good,6.58,2746439.01
P11040,16.0,Apartment,191.0,3.0,6.0,1979.0, Good,14.04,2469396.7
P11041,2.0,Studio,140.0,3.0,6.0,1973.0,Good,5.72,1984342.53
P11042,1.0,Loft,199.0,5.0,3.0,2007.0,New,14.52,3656106.64
P11043,11.0, Penthouse,127.0,2.0,6.0,1973.0,Good,1.5,2331150.47
P11044,11.0,Studio,69.0,5.0,90.0,1936.0,Renovated,2.8,897412.02
P11045,2.0,Apartment,98.0,4.0,90.0,1994.0,Good,7.31,-22717282.96
P11046,19.0,Studio,91.0,3.0,1.0,seven,New,7.94,1060954.21
P11047,17.0,Penthouse,66.0,doce,6.0,2021.0,New,1.59,901528.08
P11048,12.0,Loft,48.0,2.0,9.0,1891.0,New,5.27,581583.39
P11049,11.0,Penthouse,136.0,2.0,90.0,-11632.25,Renovated,1.9,1503749.89
P11050,5.0,Studio,106.0,1.0,4.0,1879.0,Needs Renovation,1.07,1206481.4
P11051	,16.0,Penthouse,23.0,1.0,8.0,-1011.5,[Good],7.28,397758.03
P11052,18.0,Penthouse,54.0,3.0,3.0,1899.0,Good,0.65,449565.11
P11053,19.0,Studio,92.0,1.0,0.0,1885.0,Needs Renovation,7.42,1363548.88
P11054,10.0,Penthouse,24.0,1.0,9.0,1870.0,Good,149.9,449452.85
P11055,6.0,Apartment,94.0,4.0,5.0,20230.0,  Needs Renovation  ,14.4,-1975415.91
P11056,19.0,Apartment,134.0,5.0,5.0,-1011.5,Good,4.55,2004365.96
P11057,20.0,Penthouse,142.0,1.0,2.0,2019.0,[Good],8.89,2837943.16
P11058,19.0,Apartment,54.0,3.0,5.0,1904.0,Needs Renovation,1.58,905041.12
P11059,5.0,Penthouse,186.0,5.0,7.0,1961.0,New,-7.495,3429128.71
P11060,-10.0,Penthouse,129.0,5.0,6.0,1930.0,Renovated,9.57,1915681.89
P11061,6.0,Apartment,33.0,3.0,5.0,1891.0,Renovated,149.9,533163.09
P11062,15.0,Apartment,1990.0,1.0,1.0,1912.0,Renovated,-7.495,42045513.4
P11063,7.0,Studio,33.0,1.0,1.0,1966.0,New,14.36,348404.28
P11064 ,12.0,Penthouse,95.0,4.0,3.0,2002.0,New,12.87,870555.79
P11065,1.0,Apartment,43.0,1.0,7.0,1863.0,Needs Renovation,4.78,484178.72
P11066,15.0,Loft,184.0,1.0,1.0,1866.0,Good,12.85,2946951.18
P11067,-10.0,Loft,113.0,1.0,8.0,1864.0,Needs Renovation,0.97,2118604.94
P11068,12.0,Loft,177.0,3.0,3.0,1914.0,New,3.22,2142555.48
P11069,16.0,Studio,123.0,1.0,6.0,1973.0,Good,7.94,1332330.99
P11070,15.0,Apartment,1990.0,3.0,6.0,1931.0,Good ,13.09,2076917.95
P11071,10.0,Apartment,68.0,2.0,five point two,1887.0,Renovated,4.31,847587.55
P11072,9.0,Apartment,151.0,3.0,7.0,cinco punto tres,New,8.48,2509320.32
P11073,11.0,Studio,156.0,-28.75,90.0,2002.0,[Needs Renovation],13.39,39508318.199999996
P11074,6.0,Apartment,164.0,4.0,6.0,1917.0,New,12.42,1765268.23
P11075,11.0,Loft,15.0,1.0,9.0,1982.0,New,10.81,128624.5
P11076,14.0,Studio,56.0,4.0,1.0,1923.0,Needs Renovation,149.9,-1975415.91
P11077,6.0, Apartment,122.0,2.0,6.0,20230.0,New,0.54,2127189.54
P11078,11.0,Studio,133.0,53.2,5.0,1894.0,Good,11.22,1166295.16
P11079,14.0,Penthouse,140.0,2.0,90.0,1950.0,Renovated,7.17,2533924.97
P11080,10.0,N/A,17.0,2.0,0.0,20230.0,New,4.18,160280.35
P11081,2.0,Loft,N/D,4.0,7.0,1866.0,Needs Renovation,4.43,39508318.199999996
P11082,5.0,Apartment,83.0,2.0,2.0,1870.0,Renovated,6.17,671362.33
P11083,1.0,Apartment ,18.0,3.0,3.0,1950.0, New ,1.49,234362.69
P11084,10.0,Loft,68.0,3.0,8.0,1889.0,Good,1.83,761704.35
P11085,4.0,Apartment,60.0,5.0,0.0,2013.0,Good,5.04,738966.4
P11086,6.0,Penthouse,113.0,1.0,-4.5,1926.0,New,6.43,1855322.5
P11087,-10.0,Apartment,66.0,50.0,9.0,1871.0, Needs Renovation ,4.91,39508318.199999996
P11088,13.0,Loft,197.0,3.0,9.0,1989.0,Needs Renovation,11.04,2270819.22
P11089,9.0,Apartment,98.0,5.0,4.0,1861.0,Needs Renovation,8.21,1048789.36
P11090,6.0,Penthouse,111.0,1.0,90.0,1852.0,Needs Renovation,4.28,1889395.15
P11091,12.0,Studio,25.0,5.0,9.0,1965.0,Needs Renovation,8.02,370791.5
P11092,2.0,Penthouse,45.0,3.0,1.0,1919.0,Needs Renovation,149.9,602604.81
P11093,200.0,LOFT,174.0,4.0,1.0,2002.0,Good,8.53,2066026.85
P11094,9.0,Apartment,53.0,1.0,5.0,1974.0,na,4.91,713428.1
P11095,4.0,Apartment,84.0,2.0,3.0,1938.0,Renovated,6.86,-1975415.91
P11096,-115.0,Loft,127.0,5.0,0.0,1901.0,	Good	,4.35,1777311.66
	P11097	,18.0,Apartment,128.0,5.0,5.0,-1011.5,Needs Renovation,1.68,1076802.85
P11098,17.0,studio,78.0,n/a,1.0,1936.0,Needs Renovation,2.87,872146.0
P11099,19.0, Studio,68.0,3.0,1.0,1943.0,Needs Renovation,10.17,942650.65
P11100,10.0,Apartment,-,-2.5,4.0,1894.0,Needs Renovation,11.26,-1975415.91
P11101,2.0,Studio,105.0,n/a,9.0,1977.0,good,6.95,1623113.59
P11102,200.0,Studio,61.0,5.0,4.0,1902.0,Good,12.61,585747.06
P11103,7.0,Apartment ,168.0,3.0,5.0,1974.0,Good,2.97,2827615.54
P11104,-10.0,Loft,53.0,-2.5,7.0,1913.0,New,9.24,719104.27
P11105,14.0,Studio,1990.0,1.0,0.0,1870.0,Good,6.41,499459.97
P11106,200.0,	Penthouse	,116.0,50.0,1.0,1972.0,Renovated,9.89,1018865.25
P11107,3.0,Apartment,113.0,3.0,-51.75,1978.0,Needs Renovation,13.72,1785653.8
P11108,18.0,Loft,98.0,3.0,1.0,1975.0,Renovated,10.67,1034093.2
P11109,9.0,Loft,83.0,1.0,5.0,2008.0,New,9.8,five point two
P11110,20.0,Loft,90.0,4.0,0.0,1919.0,Good ,13.75,1287343.73
P11111,200.0,Studio,145.0,2.0,9.0,1939.0,Good,10.87,2311550.67
P11112,19.0,Apartment,40.0,5.0,0.0,1993.0, Renovated,9.17,-1975415.91
P11113,19.0,Apartment,194.0,5.0,6.0,1998.0,Renovated,13.11,2597359.91
P11114,18.0,Penthouse,169.0,2.0,5.0,-1011.5,Needs Renovation,14.1,1848160.45
P11115,9.0,Loft,-99.5,1.0,5.0,1870.0,Needs Renovation,4.19,321350.65
P11116,19.0,STUDIO,99.0,4.0,1.0,1942.0,New,8.42,1402659.76
P11117,6.0,Penthouse,29.0,2.0,5.0,1929.0, Good ,-7.495,494085.36
P11118,200.0,[Loft],123.0,5.0,6.0,-1011.5,New,12.69,1068135.52
P11119,13.0,Penthouse,94.0,50.0,4.0,1922.0,Good,4.62,doce
P11120,2.0, Loft,105.0,5.0,2.0,1898.0,,9.57,873526.54
P11121,12.0,Apartment,86.0,5.0,6.0,1891.0,Renovated,5.61,1384838.22
P11122,200.0,Penthouse,41.0,2.0,8.0,1922.0,Renovated,12.95,391889.65
P11123,16.0,Apartment,143.0,2.0,8.0,-1011.5,Good,12.29,2024025.48
P11124,5.0,Penthouse,139.0,2.0,1.0,1907.0,Needs Renovation,10.7,39508318.199999996
P11125,11.0,	Penthouse	,101.0,2.0,4.0,1997.0,Needs Renovation,12.84,876131.25
	P11126	,20.0,Apartment,-99.5,4.0,0.0,1978.0,Good,0.98,1976356.28
*P11127*,15.0,Studio,1757.72,3.0,7.0,1894.0,Needs Renovation,13.77,39508318.199999996
P11128,16.0,Penthouse,38.0,2.0,3.0,1865.0,New,149.9,650093.44
P11129,17.0,Studio,196.0,1.0,0.0,1928.0, Needs Renovation 	,-7.495,2393028.97
P11130,10.0, Loft ,-99.5,3.0,9.0,1924.0,Good,4.74,1569166.01
P11131,17.0,Apartment,117.0,1.0,6.0,1908.0,NEEDS RENOVATION,7.14,1433785.69
P11132,7.0,Studio,21.0,1.0,4.0,1928.0,New,seven,393745.56
P11133,five point two, Penthouse,141.0,4.0,4.0,2013.0, Good ,3.26,2051271.38
P11134,2.0,[Penthouse],91.0,1.0,2.0,-1011.5,Good,12.37,1240213.24
P11135,9.0,Penthouse,50.0,1.0,9.0,21113.85,Renovated ,12.04,744749.32
P11136,17.0,Loft,NaN,3.0,3.0,19479.7,New,1.92,1358066.02
P11137,1.0,Studio,178.0,4.0,4.0,2018.0,Renovated,5.81,3397090.26
  P11138  ,16.0,Loft,80.0,5.0,6.0,1896.0,GOOD,4.36,849570.99
P11139,16.0,Penthouse,68.0,2.0,-4.5,1922.0,Renovated,6.66,915742.49
P11140,6.0,PENTHOUSE,63.0,5.0,90.0,21525.42,New,3.78,642668.27
P11141,-10.0,Apartment,193.0,50.0,8.0,1972.0,Needs Renovation,13.7,2180957.37
P11142,2.0,Studio,1990.0,4.0,6.0,1863.0,Good,6.85,41306702.04
P11143,8.0,Studio,113.0,5.0,9.0,1881.0,Good,14.14,1937447.77
P11144,175.76,Loft,95.0,5.0,90.0,2010.0,New,7.37,1757207.76
P11145,1.0,Loft,160.0,1.0,1.0,2002.0,Good,4.23,1801147.26
P11146,6.0,Apartment,134.0,2.0,3.0,1931.0,Good,7.14,1117219.38
P11147,9.0,Penthouse,191.0,4.0,2.0,1963.0,Renovated,9.14,3586551.65
P11148,14.0,Loft,78.0,5.0,-4.5,1869.0,new,12.39,1166502.54
P11149,15.0, Studio ,71.0,50.0,0.0,1941.0,Good,3.93,793925.47
P11150,15.0,Penthouse ,22.0,4.0,4.0,1967.0,Needs Renovation,-7.495,379285.6
P11151,19.0,Apartment,59.0,1.0,0.0,1975.0,New,8.07,-1975415.91
P11152,17.0,Penthouse,-99.5,4.0,9.0,1879.0, Renovated,1.84,2224735.73
P11153,10.0,Apartment,144.0,3.0,8.0,1990.0,Renovated ,13.64,-22717282.96
P11154,3.0,Penthouse,177.0,1.0,87.07,1890.0,Renovated,-86.19,doce
P11155,200.0,Penthouse,45.0,4.0,1.0,1926.0,Renovated,12.72,39508318.199999996
P11156,10.0,Studio,72.0,2.0,7.0,2020.0,Good,5.73,1188216.18
P11157,17.0,Studio,176.0,N/A,5.0,1967.0,Renovated ,8.25,2464071.63
P11158,20.0,	Loft	,155.0,,7.0,1902.0,Renovated,5.5,2122632.43
P11159,5.0,Apartment,63.0,-2.5,-4.5,1860.0,Needs Renovation,9.64,1119088.26
P11160,10.0,Penthouse,160.0,5.0,-51.75,ocho horas,*Needs Renovation*,9.83,2483399.4
P11161,13.0,studio,195.0,3.0,7.0,1947.0,New,2.86,2612244.13
	P11162	,19.0,	Studio	,87.0,3.0,-4.5,1868.0,Renovated,6.4,-1975415.91
P11163,8.0,Loft,142.0,3.0,7.0,1875.0,Renovated,6.81,39508318.199999996
P11164,17.0,Penthouse,veinte,2.0,6.0,2018.0,*Good*,2.61,784687.1
P11165,18.0,Studio,-99.5,2.0,7.0,1982.0,Renovated,6.88,1124941.57
P11166,4.0,Loft,1807.83,5.0,4.0,1871.0,Good ,11.21,1956959.3
P11167,9.0,Studio,170.0,1.0,0.0,1867.0,Renovated,3.46,2464125.96
P11168,3.0,Studio,44.0,2.0,6.0,20230.0,Renovated,7.46,541416.05
P11169,8.0,Penthouse,180.0,2.0,1.0,2015.0,Needs Renovation,0.51,3420192.97
P11170,11.0,  Penthouse  ,160.0,3.0,9.0,1866.0,Renovated,cinco punto tres,2661057.17
P11171,19.0,Penthouse,171.0,50.0,5.0,1855.0,*Needs Renovation*,-7.495,3245256.09
P11172,4.0,Loft,154.0,3.0,2.0,2000.0,New,7.12,2409334.72
P11173,19.0,  Apartment  ,118.0,2.0,4.0,1987.0,Needs Renovation,11.78,39508318.199999996
P11174,7.0,Apartment,23.0,4.0,-4.5,1900.0,Needs Renovation,14.02,296147.7
 P11175,17.0,Penthouse,1990.0,3.0,-4.5,1919.0,Needs Renovation,5.7,-1975415.91
P11176,2.0,Studio,161.0,3.0,8.0,1965.0,Good,14.45,2118459.9
P11177,7.0,Penthouse,81.0,-2.5,3.0,20230.0,Needs Renovation,149.9,929332.15
P11178,-10.0,Loft,1990.0,5.0,8.0,1979.0,Good,0.86,1440641.44
P11179,-10.0,Studio,190.0,3.0,-4.5,1907.0,New,-86.19,2735943.07
P11180,16.0,Penthouse,-99.5,4.0,8.0,doce,Good,5.81,1855238.26
P11181,11.0,Apartment,-99.5,3.0,6.0,1915.0,New,-7.495,2303857.77
P11182,15.0,Apartment ,129.0,2.0,9.0,,Good,11.26,2549444.35
P11183,6.0,*Studio*,62.0,1.0,5.0,1939.0,Needs Renovation,149.9,586474.31
P11184,3.0,Studio,52.0,5.0,4.0,1876.0,Needs Renovation,14.23,922023.56
P11185,14.0,Loft,58.0,4.0,0.0,1976.0,new,10.49,520146.16
P11186,16.0,Loft,145.0,50.0,1.0,1895.0, Good,12.17,2575855.87
P11187,2.0,Studio,172.0,5.0,4.0,1948.0,Renovated,8.73,1972806.29
P11188,1.0,Penthouse,173.0,1.0,4.0,1964.0,Good,14.43,-22717282.96
[P11189],1.0,Apartment,45.0,3.0,1.0,1954.0,Good,149.9,437253.45
P11190,8.0,Penthouse,16.0,5.0,4.0,2022.0,Renovated,13.6,285950.23
P11191,5.0,Apartment,34.0,5.0,1.0,-1011.5,Needs Renovation,7.8,301462.98
P11192 ,17.0,Penthouse,174.0,2.0,8.0,1916.0, New ,9.9,39508318.199999996
P11193,3.0,Apartment,65.0,5.0,8.0,1906.0,Renovated	,14.45,1200467.76
P11194,10.0,Loft,90.0,-2.5,6.0,1980.0,Renovated,149.9,1351725.37
P11195,14.0,Apartment ,173.0,5.0,5.0,2010.0,RENOVATED,2.42,2328490.48
P11196,200.0,Penthouse,192.0,4.0,1.0,1965.0,NEW,6.56,2794554.47
P11197 ,6.0, Loft,123.0,-2.5,7.0,1961.0,New,13.18,2247682.75
P11198,8.0,Studio,-99.5,2.0,1.0,1926.0,Good,14.43,1236847.52
P11199,7.0,Apartment,29.0,4.0,4.0,2018.0,Good,11.57,265630.92
